519081,Dental Laboratory Technicians
519082,Medical Appliance Technicians
519083,Ophthalmic Laboratory Technicians
519111,Packaging and Filling Machine Operators and Tenders
519121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
519122,"Painters, Transportation Equipment"
519123,"Painting, Coating, and Decorating Workers"
519141,Semiconductor Processors
519151,Photographic Process Workers and Processing Machine Operators
519191,Adhesive Bonding Machine Operators and Tenders
519192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
519193,Cooling and Freezing Equipment Operators and Tenders
519194,Etchers and Engravers
519195,"Molders, Shapers, and Casters, Except Metal and Plastic"
519196,"Paper Goods Machine Setters, Operators, and Tenders"
519197,Tire Builders
519198,Helpers--Production Workers
519399,"Production Workers, All Other*"
530000,Transportation and Material Moving Occupations
531011,Aircraft Cargo Handling Supervisors
531021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
531031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
532011,"Airline Pilots, Copilots, and Flight Engineers"
532012,Commercial Pilots
532021,Air Traffic Controllers
532022,Airfield Operations Specialists
532031,Flight Attendants
533011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
533021,"Bus Drivers, Transit and Intercity"
533022,"Bus Drivers, School or Special Client"
533031,Driver/Sales Workers
533032,Heavy and Tractor-Trailer Truck Drivers
533033,Light Truck or Delivery Services Drivers
533041,Taxi Drivers and Chauffeurs
533099,"Motor Vehicle Operators, All Other"
534011,Locomotive Engineers
534012,Locomotive Firers
534013,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
534021,"Railroad Brake, Signal, and Switch Operators"
534031,Railroad Conductors and Yardmasters
534041,Subway and Streetcar Operators
534099,"Rail Transportation Workers, All Other"
535011,Sailors and Marine Oilers
535021,"Captains, Mates, and Pilots of Water Vessels"
535022,Motorboat Operators
535031,Ship Engineers
536011,Bridge and Lock Tenders
536021,Parking Lot Attendants
536031,Automotive and Watercraft Service Attendants
536041,Traffic Technicians
536051,Transportation Inspectors
536061,"Transportation Attendants, Except Flight Attendants"
536099,"Transportation Workers, All Other"
537011,Conveyor Operators and Tenders
537021,Crane and Tower Operators
537031,Dredge Operators
537032,Excavating and Loading Machine and Dragline Operators
537033,"Loading Machine Operators, Underground Mining"
537041,Hoist and Winch Operators
537051,Industrial Truck and Tractor Operators
537061,Cleaners of Vehicles and Equipment
537062,"Laborers and Freight, Stock, and Material Movers, Hand"
537063,Machine Feeders and Offbearers
537064,"Packers and Packagers, Hand"
537071,Gas Compressor and Gas Pumping Station Operators
537072,"Pump Operators, Except Wellhead Pumpers"
537073,Wellhead Pumpers
537081,Refuse and Recyclable Material Collectors
537111,Mine Shuttle Car Operators
537121,"Tank Car, Truck, and Ship Loaders"
537199,"Material Moving Workers, All Other"
